State	Organization	URL	ExpectedLogo	HasLogo
Montana	Montana Land Reliance	https://mtlandreliance.org	Montana_Land_Reliance_logo.png	No
Montana	Prickly Pear Land Trust	https://pricklypearlt.org	Prickly_Pear_Land_Trust_logo.png	Yes
Montana	Vital Ground Foundation	https://www.vitalground.org	Vital_Ground_Foundation_logo.png	Yes
Nebraska	Nebraska Land Trust	https://nebraskalandtrust.org	Nebraska_Land_Trust_logo.png	No
Nevada	Nevada Land Trust	https://nevadalandtrust.org	Nevada_Land_Trust_logo.png	Yes
New Hampshire	Ammonoosuc Conservation Trust	https://www.aconservationtrust.org	Ammonoosuc_Conservation_Trust_logo.png	No
New Hampshire	Ausbon Sargent Land Preservation Trust	https://www.ausbonsargent.org	Ausbon_Sargent_Land_Preservation_Trust_logo.png	Yes
New Hampshire	Bear-Paw Regional Greenways	https://bear-paw.org	Bear_Paw_Regional_Greenways_logo.png	Yes
New Hampshire	Five Rivers Conservation Trust	https://5rct.org	Five_Rivers_Conservation_Trust_logo.png	No
New Hampshire	Lakes Region Conservation Trust	https://lrct.org	Lakes_Region_Conservation_Trust_logo.png	Yes
New Hampshire	Monadnock Conservancy	https://www.monadnockconservancy.org	Monadnock_Conservancy_logo.png	Yes
New Hampshire	Piscataquog Land Conservancy	https://plcnh.org	Piscataquog_Land_Conservancy_logo.png	Yes
New Hampshire	Society for the Protection of New Hampshire Forests	https://forestsociety.org	Society_for_the_Protection_of_New_Hampshire_Forests_logo.png	Yes
New Hampshire	Southeast Land Trust of New Hampshire	https://seltnh.org	Southeast_Land_Trust_of_New_Hampshire_logo.png	No
New Hampshire	Squam Lakes Conservation Society	https://www.slcs.org	Squam_Lakes_Conservation_Society_logo.png	Yes
New Hampshire	Upper Saco Valley Land Trust	https://www.usvlt.org	Upper_Saco_Valley_Land_Trust_logo.png	Yes
New Hampshire	Upper Valley Land Trust	https://uvlt.org	Upper_Valley_Land_Trust_logo.png	No
New Jersey	D&R Greenway Land Trust	https://drgreenway.org	DandR_Greenway_Land_Trust_logo.png	No
New Jersey	Friends of Hopewell Valley Open Space	https://www.fohvos.org	Friends_of_Hopewell_Valley_Open_Space_logo.png	Yes
New Jersey	Great Swamp Watershed Association	https://www.greatswamp.org	Great_Swamp_Watershed_Association_logo.png	Yes
New Jersey	Harding Land Trust	https://hardinglandtrust.org	Harding_Land_Trust_logo.png	No
New Jersey	Hunterdon Land Trust	https://hunterdonlandtrust.org	Hunterdon_Land_Trust_logo.png	Yes
New Jersey	Monmouth Conservation Foundation	https://www.monmouthconservation.org	Monmouth_Conservation_Foundation_logo.png	Yes
New Jersey	New Jersey Conservation Foundation	https://www.njconservation.org	New_Jersey_Conservation_Foundation_logo.png	Yes
New Jersey	Raritan Headwaters Association	https://www.raritanheadwaters.org	Raritan_Headwaters_Association_logo.png	Yes
New Jersey	Ridge and Valley Conservancy	https://ridgeandvalleyconservancy.org	Ridge_and_Valley_Conservancy_logo.png	No
New Jersey	South Jersey Land and Water Trust	https://sjlandwater.org	South_Jersey_Land_and_Water_Trust_logo.png	Yes
New Jersey	The Land Conservancy of New Jersey	https://tlc-nj.org	The_Land_Conservancy_of_New_Jersey_logo.png	Yes
New Mexico	New Mexico Land Conservancy	https://nmlandconservancy.org	New_Mexico_Land_Conservancy_logo.png	Yes
New Mexico	Rio Grande Agricultural Land Trust	https://rgalt.org	Rio_Grande_Agricultural_Land_Trust_logo.png	Yes
New Mexico	Santa Fe Conservation Trust	https://sfct.org	Santa_Fe_Conservation_Trust_logo.png	Yes
New Mexico	Taos Land Trust	https://taoslandtrust.org	Taos_Land_Trust_logo.png	Yes
New York	Adirondack Land Trust	https://adirondacklandtrust.org	Adirondack_Land_Trust_logo.png	Yes
New York	Agricultural Stewardship Association	https://www.agstewardship.org	Agricultural_Stewardship_Association_logo.png	Yes
New York	Catskill Center for Conservation and Development	https://catskillcenter.org	Catskill_Center_for_Conservation_and_Development_logo.png	Yes
New York	Cazenovia Preservation Foundation	https://www.cazpreservation.org	Cazenovia_Preservation_Foundation_logo.png	Yes
New York	Champlain Area Trails	https://champlainareatrails.com	Champlain_Area_Trails_logo.png	No
New York	Columbia Land Conservancy	https://clctrust.org	Columbia_Land_Conservancy_logo.png	Yes
New York	Dutchess Land Conservancy	https://dutchessland.org	Dutchess_Land_Conservancy_logo.png	Yes
New York	Finger Lakes Land Trust	https://www.fllt.org	Finger_Lakes_Land_Trust_logo.png	Yes
New York	Genesee Land Trust	https://www.geneseelandtrust.org	Genesee_Land_Trust_logo.png	No
New York	Genesee Valley Conservancy	https://www.geneseevalleyconservancy.org	Genesee_Valley_Conservancy_logo.png	Yes
New York	Hudson Highlands Land Trust	https://www.hhlt.org	Hudson_Highlands_Land_Trust_logo.png	Yes
New York	Lake George Land Conservancy	https://lglc.org	Lake_George_Land_Conservancy_logo.png	Yes
New York	Mohonk Preserve	https://www.mohonkpreserve.org	Mohonk_Preserve_logo.png	Yes
New York	North Shore Land Alliance	https://northshorelandalliance.org	North_Shore_Land_Alliance_logo.png	Yes
New York	Open Space Institute	https://www.openspaceinstitute.org	Open_Space_Institute_logo.png	No
New York	Orange County Land Trust	https://www.oclt.org	Orange_County_Land_Trust_logo.png	Yes
New York	Otsego Land Trust	https://otsegolandtrust.org	Otsego_Land_Trust_logo.png	Yes
New York	Peconic Land Trust	https://peconiclandtrust.org	Peconic_Land_Trust_logo.png	No
New York	Putnam County Land Trust	https://putnamlandtrust.org	Putnam_County_Land_Trust_logo.png	No
New York	Rensselaer Land Trust	https://www.renstrust.org	Rensselaer_Land_Trust_logo.png	Yes
New York	Rensselaer Plateau Alliance	https://rensselaerplateau.org	Rensselaer_Plateau_Alliance_logo.png	Yes
New York	Saratoga PLAN	https://www.saratogaplan.org	Saratoga_PLAN_logo.png	Yes
New York	Scenic Hudson	https://www.scenichudson.org	Scenic_Hudson_logo.png	Yes
New York	Thousand Islands Land Trust	https://tilandtrust.org	Thousand_Islands_Land_Trust_logo.png	No
New York	Tug Hill Tomorrow Land Trust	https://tughilltomorrowlandtrust.org	Tug_Hill_Tomorrow_Land_Trust_logo.png	Yes
New York	Wallkill Valley Land Trust	https://wallkillvalleylt.org	Wallkill_Valley_Land_Trust_logo.png	No
New York	Westchester Land Trust	https://westchesterlandtrust.org	Westchester_Land_Trust_logo.png	Yes
New York	Western New York Land Conservancy	https://wnylc.org	Western_New_York_Land_Conservancy_logo.png	Yes
New York	Winnakee Land Trust	https://winnakeeland.org	Winnakee_Land_Trust_logo.png	Yes
New York	Woodstock Land Conservancy	https://woodstocklandconservancy.org	Woodstock_Land_Conservancy_logo.png	No
North Carolina	Blue Ridge Conservancy	https://blueridgeconservancy.org	Blue_Ridge_Conservancy_logo.png	Yes
North Carolina	Catawba Lands Conservancy	https://catawbalands.org	Catawba_Lands_Conservancy_logo.png	Yes
North Carolina	Conservation Trust for North Carolina	https://ctnc.org	Conservation_Trust_for_North_Carolina_logo.png	Yes
North Carolina	Conserving Carolina	https://conservingcarolina.org	Conserving_Carolina_logo.png	No
North Carolina	Davidson Lands Conservancy	https://www.davidsonlands.org	Davidson_Lands_Conservancy_logo.png	Yes
North Carolina	Eno River Association	https://www.enoriver.org	Eno_River_Association_logo.png	Yes
North Carolina	Foothills Conservancy of North Carolina	https://foothillsconservancy.org	Foothills_Conservancy_of_North_Carolina_logo.png	Yes
North Carolina	Highlands-Cashiers Land Trust	https://www.hicashlt.org	Highlands_Cashiers_Land_Trust_logo.png	No
North Carolina	Mainspring Conservation Trust	https://www.mainspringconserves.org	Mainspring_Conservation_Trust_logo.png	No
North Carolina	New River Conservancy	https://newriverconservancy.org	New_River_Conservancy_logo.png	Yes
North Carolina	North Carolina Coastal Land Trust	https://www.coastallandtrust.org	North_Carolina_Coastal_Land_Trust_logo.png	Yes
North Carolina	Piedmont Land Conservancy	https://www.piedmontland.org	Piedmont_Land_Conservancy_logo.png	Yes
North Carolina	RiverLink	https://riverlink.org	RiverLink_logo.png	Yes
North Carolina	Southern Appalachian Highlands Conservancy	https://appalachian.org	Southern_Appalachian_Highlands_Conservancy_logo.png	Yes
North Carolina	Tar River Land Conservancy	https://tarriverlandconservancy.org	Tar_River_Land_Conservancy_logo.png	No
North Carolina	The Walthour-Moss Foundation	https://walthour-moss.org	The_Walthour_Moss_Foundation_logo.png	No
North Carolina	Three Rivers Land Trust	https://threeriverslandtrust.org	Three_Rivers_Land_Trust_logo.png	Yes
North Carolina	Triangle Land Conservancy	https://triangleland.org	Triangle_Land_Conservancy_logo.png	Yes
